,序號,會員代號,投注金額（元）,本店所屬起算日,保障本店所屬到期日,活動代碼
4973,16,銘28652,0,2020/08/01,2021/02/01,
4974,17,婷56060,0,2020/08/01,2021/02/01,
4975,18,嫥73503,0,2020/08/01,2021/02/01,
4976,19,杰99452,0,2020/08/01,2021/02/01,
4977,20,年95733,0,2020/08/01,2021/02/01,
4978,21,廷43617,0,2020/08/01,2021/02/01,
4979,22,充37912,0,2020/08/01,2021/02/01,
4980,23,璇52475,0,2020/08/01,2021/02/01,
4981,24,宏46555,0,2020/08/01,2021/02/01,
4982,25,皓24821,0,2020/08/01,2021/02/01,
4983,26,慧97419,0,2020/08/01,2021/02/01,
4984,27,衡39683,0,2020/08/01,2021/02/01,
4985,28,勳09125,0,2020/08/01,2021/02/01,
4986,29,宏79020,0,2020/08/01,2021/02/01,
4987,30,佑46879,0,2020/08/01,2021/02/01,
4988,31,毅95355,0,2020/08/01,2021/02/01,
4989,32,如66533,0,2020/08/01,2021/02/01,
4990,33,甫66368,0,2020/08/01,2021/02/01,
4991,34,元34802,0,2020/08/01,2021/02/01,
4992,35,琳00825,0,2020/08/01,2021/02/01,
4993,36,鳴04312,0,2020/08/01,2021/02/01,
4994,37,傑32830,0,2020/08/01,2021/02/01,
4995,38,展90738,0,2020/08/01,2021/02/01,
4996,39,衛57709,0,2020/08/01,2021/02/01,
4997,40,善99782,0,2020/08/01,2021/02/01,
4998,41,遠15729,0,2020/08/01,2021/02/01,
4999,42,涵33051,0,2020/08/01,2021/02/01,
5000,43,文33113,0,2020/08/01,2021/02/01,
5001,44,賜50437,0,2020/08/01,2021/02/01,
5002,45,麟75090,0,2020/08/01,2021/02/01,
5003,46,滿98231,0,2020/08/01,2021/02/01,
5004,47,綸57482,0,2020/08/01,2021/02/01,
5005,48,諺43999,0,2020/08/01,2021/02/01,
5006,49,銘91789,0,2020/08/01,2021/02/01,
5007,50,享42721,0,2020/08/01,2021/02/01,
5008,51,仁06886,0,2020/08/01,2021/02/01,
5009,52,志73958,0,2020/08/01,2021/02/01,
5010,53,義09555,0,2020/08/01,2021/02/01,
5011,54,維15181,0,2020/08/01,2021/02/01,
5012,55,寶78036,0,2020/08/01,2021/02/01,
5013,56,能38777,0,2020/08/01,2021/02/01,
5014,57,煌86943,0,2020/08/01,2021/02/01,
5015,58,揚40231,0,2020/08/01,2021/02/01,
5016,59,穗47660,0,2020/08/01,2021/02/01, 
5017,60,鈊18953,0,2020/08/01,2021/02/01, 
5018,61,甄05632,0,2020/09/02,2021/03/02, 
5019,62,賓11339,0,2020/10/28,2021/04/28, 
5020,63,宇34087,0,2021/12/11,2022/06/11,
5021,64,貿51262,0,2022/08/16,2023/02/16,
5022,65,峰06741,0,2022/08/15,2023/02/15,
5023,66,智65975,0,2022/11/26,2023/05/26, 
5024,67,珊20911,0,2023/02/26,2023/08/26,
5025,1,錦16765,"1,930",2019/07/23,2020/01/23, 
5026,2,儒49238,"1,150",2023/03/24,2023/09/24,
5027,3,君33056,0,2023/05/13,2023/11/13,
5028,4,薏46697,0,2019/05/01,2019/11/01, 
5029,5,男02968,0,2019/06/10,2019/12/10, 
5030,6,文71585,0,2019/06/14,2019/12/14, 
5031,7,呂17617,0,2019/09/14,2020/03/14, 
5032,8,婷51127,0,2019/10/11,2020/04/11, 
5033,9,真30556,0,2020/07/22,2021/01/22, 
5034,10,青24959,0,2020/08/01,2021/02/01,
5035,11,達11899,0,2020/08/01,2021/02/01,
5036,12,欽49003,0,2020/08/01,2021/02/01, 
5037,13,緯34316,0,2020/08/01,2021/02/01,
5038,14,玉73273,0,2020/08/01,2021/02/01,
5039,15,華34950,0,2020/08/01,2021/02/01,
5040,16,銘28652,0,2020/08/01,2021/02/01,
5041,17,婷56060,0,2020/08/01,2021/02/01,
5042,18,嫥73503,0,2020/08/01,2021/02/01,
5043,19,杰99452,0,2020/08/01,2021/02/01,
5044,20,年95733,0,2020/08/01,2021/02/01,
5045,21,廷43617,0,2020/08/01,2021/02/01,
5046,22,充37912,0,2020/08/01,2021/02/01,
5047,23,璇52475,0,2020/08/01,2021/02/01,
5048,24,宏46555,0,2020/08/01,2021/02/01,
5049,25,皓24821,0,2020/08/01,2021/02/01,
5050,26,慧97419,0,2020/08/01,2021/02/01,
5051,27,衡39683,0,2020/08/01,2021/02/01,
5052,28,勳09125,0,2020/08/01,2021/02/01,
5053,29,宏79020,0,2020/08/01,2021/02/01,
5054,30,佑46879,0,2020/08/01,2021/02/01,
5055,31,毅95355,0,2020/08/01,2021/02/01,
5056,32,如66533,0,2020/08/01,2021/02/01,
5057,33,甫66368,0,2020/08/01,2021/02/01,
5058,34,元34802,0,2020/08/01,2021/02/01,
5059,35,琳00825,0,2020/08/01,2021/02/01,
5060,36,鳴04312,0,2020/08/01,2021/02/01,
5061,37,傑32830,0,2020/08/01,2021/02/01,
5062,38,展90738,0,2020/08/01,2021/02/01,
5063,39,衛57709,0,2020/08/01,2021/02/01,
5064,40,善99782,0,2020/08/01,2021/02/01,
5065,41,遠15729,0,2020/08/01,2021/02/01,
5066,42,涵33051,0,2020/08/01,2021/02/01,
5067,43,文33113,0,2020/08/01,2021/02/01,
5068,44,賜50437,0,2020/08/01,2021/02/01,
5069,45,麟75090,0,2020/08/01,2021/02/01,
5070,46,滿98231,0,2020/08/01,2021/02/01,
5071,47,綸57482,0,2020/08/01,2021/02/01,
5072,48,諺43999,0,2020/08/01,2021/02/01,
5073,49,銘91789,0,2020/08/01,2021/02/01,
5074,50,享42721,0,2020/08/01,2021/02/01,
5075,51,仁06886,0,2020/08/01,2021/02/01,
5076,52,志73958,0,2020/08/01,2021/02/01,
5077,53,義09555,0,2020/08/01,2021/02/01,
5078,54,維15181,0,2020/08/01,2021/02/01,
5079,55,寶78036,0,2020/08/01,2021/02/01,
5080,56,能38777,0,2020/08/01,2021/02/01,
5081,57,煌86943,0,2020/08/01,2021/02/01,
5082,58,揚40231,0,2020/08/01,2021/02/01,
5083,59,穗47660,0,2020/08/01,2021/02/01, 
5084,60,鈊18953,0,2020/08/01,2021/02/01, 
5085,61,甄05632,0,2020/09/02,2021/03/02, 
5086,62,賓11339,0,2020/10/28,2021/04/28, 
5087,63,宇34087,0,2021/12/11,2022/06/11,
5088,64,貿51262,0,2022/08/16,2023/02/16,
5089,65,峰06741,0,2022/08/15,2023/02/15,
5090,66,智65975,0,2022/11/26,2023/05/26, 
5091,67,珊20911,0,2023/02/26,2023/08/26,
5092,1,儒49238,"1,900",2023/03/24,2023/09/24,
5093,2,君33056,0,2023/05/13,2023/11/13,
5094,3,萱60011,0,2023/09/13,2024/03/13,
5095,4,薏46697,0,2019/05/01,2019/11/01, 
5096,5,男02968,0,2019/06/10,2019/12/10, 
5097,6,文71585,0,2019/06/14,2019/12/14, 
5098,7,錦16765,0,2019/07/23,2020/01/23, 
5099,8,呂17617,0,2019/09/14,2020/03/14, 
5100,9,婷51127,0,2019/10/11,2020/04/11, 
5101,10,真30556,0,2020/07/22,2021/01/22, 
5102,11,青24959,0,2020/08/01,2021/02/01,
5103,12,達11899,0,2020/08/01,2021/02/01,
5104,13,欽49003,0,2020/08/01,2021/02/01, 
5105,14,緯34316,0,2020/08/01,2021/02/01,
5106,15,玉73273,0,2020/08/01,2021/02/01,
5107,16,華34950,0,2020/08/01,2021/02/01,
5108,17,銘28652,0,2020/08/01,2021/02/01,
5109,18,婷56060,0,2020/08/01,2021/02/01,
5110,19,嫥73503,0,2020/08/01,2021/02/01,
5111,20,杰99452,0,2020/08/01,2021/02/01,
5112,21,年95733,0,2020/08/01,2021/02/01,
5113,22,廷43617,0,2020/08/01,2021/02/01,
5114,23,充37912,0,2020/08/01,2021/02/01,
5115,24,璇52475,0,2020/08/01,2021/02/01,
5116,25,宏46555,0,2020/08/01,2021/02/01,
5117,26,皓24821,0,2020/08/01,2021/02/01,
5118,27,慧97419,0,2020/08/01,2021/02/01,
5119,28,衡39683,0,2020/08/01,2021/02/01,
5120,29,勳09125,0,2020/08/01,2021/02/01,
5121,30,宏79020,0,2020/08/01,2021/02/01,
5122,31,佑46879,0,2020/08/01,2021/02/01,
5123,32,毅95355,0,2020/08/01,2021/02/01,
5124,33,如66533,0,2020/08/01,2021/02/01,
5125,34,甫66368,0,2020/08/01,2021/02/01,
5126,35,元34802,0,2020/08/01,2021/02/01,
5127,36,琳00825,0,2020/08/01,2021/02/01,
5128,37,鳴04312,0,2020/08/01,2021/02/01,
5129,38,傑32830,0,2020/08/01,2021/02/01,
5130,39,展90738,0,2020/08/01,2021/02/01,
5131,40,衛57709,0,2020/08/01,2021/02/01,
5132,41,善99782,0,2020/08/01,2021/02/01,
5133,42,遠15729,0,2020/08/01,2021/02/01,
5134,43,涵33051,0,2020/08/01,2021/02/01,
5135,44,文33113,0,2020/08/01,2021/02/01,
5136,45,賜50437,0,2020/08/01,2021/02/01,
5137,46,麟75090,0,2020/08/01,2021/02/01,
5138,47,滿98231,0,2020/08/01,2021/02/01,
5139,48,綸57482,0,2020/08/01,2021/02/01,
5140,49,諺43999,0,2020/08/01,2021/02/01,
5141,50,銘91789,0,2020/08/01,2021/02/01,
5142,51,享42721,0,2020/08/01,2021/02/01,
5143,52,仁06886,0,2020/08/01,2021/02/01,
5144,53,志73958,0,2020/08/01,2021/02/01,
5145,54,義09555,0,2020/08/01,2021/02/01,
5146,55,維15181,0,2020/08/01,2021/02/01,
5147,56,寶78036,0,2020/08/01,2021/02/01,
5148,57,能38777,0,2020/08/01,2021/02/01,
5149,58,煌86943,0,2020/08/01,2021/02/01,
5150,59,揚40231,0,2020/08/01,2021/02/01,
5151,60,穗47660,0,2020/08/01,2021/02/01, 
5152,61,鈊18953,0,2020/08/01,2021/02/01, 
5153,62,甄05632,0,2020/09/02,2021/03/02, 
5154,63,賓11339,0,2020/10/28,2021/04/28, 
5155,64,宇34087,0,2021/12/11,2022/06/11,
5156,65,貿51262,0,2022/08/16,2023/02/16,
5157,66,峰06741,0,2022/08/15,2023/02/15,
5158,67,智65975,0,2022/11/26,2023/05/26, 
5159,68,珊20911,0,2023/02/26,2023/08/26,
5160,1,錦16765,"3,280",2019/07/23,2020/01/23, 
5161,2,儒49238,490,2023/03/24,2023/09/24,
5162,3,君33056,0,2023/05/13,2023/11/13,
5163,4,萱60011,0,2023/09/13,2024/03/13,
5164,5,柔75061,0,2023/09/14,2024/03/14,
5165,6,薏46697,0,2019/05/01,2019/11/01, 
5166,7,男02968,0,2019/06/10,2019/12/10, 
5167,8,文71585,0,2019/06/14,2019/12/14, 
5168,9,呂17617,0,2019/09/14,2020/03/14, 
5169,10,婷51127,0,2019/10/11,2020/04/11, 
5170,11,真30556,0,2020/07/22,2021/01/22, 
5171,12,青24959,0,2020/08/01,2021/02/01,
5172,13,達11899,0,2020/08/01,2021/02/01,
5173,14,欽49003,0,2020/08/01,2021/02/01, 
5174,15,緯34316,0,2020/08/01,2021/02/01,
5175,16,玉73273,0,2020/08/01,2021/02/01,
5176,17,華34950,0,2020/08/01,2021/02/01,
5177,18,銘28652,0,2020/08/01,2021/02/01,
5178,19,婷56060,0,2020/08/01,2021/02/01,
5179,20,嫥73503,0,2020/08/01,2021/02/01,
5180,21,杰99452,0,2020/08/01,2021/02/01,
5181,22,年95733,0,2020/08/01,2021/02/01,
5182,23,廷43617,0,2020/08/01,2021/02/01,
5183,24,充37912,0,2020/08/01,2021/02/01,
5184,25,璇52475,0,2020/08/01,2021/02/01,
5185,26,宏46555,0,2020/08/01,2021/02/01,
5186,27,皓24821,0,2020/08/01,2021/02/01,
5187,28,慧97419,0,2020/08/01,2021/02/01,
5188,29,衡39683,0,2020/08/01,2021/02/01,
5189,30,勳09125,0,2020/08/01,2021/02/01,
5190,31,宏79020,0,2020/08/01,2021/02/01,
5191,32,佑46879,0,2020/08/01,2021/02/01,
5192,33,毅95355,0,2020/08/01,2021/02/01,
5193,34,如66533,0,2020/08/01,2021/02/01,
5194,35,甫66368,0,2020/08/01,2021/02/01,
5195,36,元34802,0,2020/08/01,2021/02/01,
5196,37,琳00825,0,2020/08/01,2021/02/01,
5197,38,鳴04312,0,2020/08/01,2021/02/01,
5198,39,傑32830,0,2020/08/01,2021/02/01,
5199,40,展90738,0,2020/08/01,2021/02/01,
5200,41,衛57709,0,2020/08/01,2021/02/01,
5201,42,善99782,0,2020/08/01,2021/02/01,
5202,43,遠15729,0,2020/08/01,2021/02/01,
5203,44,涵33051,0,2020/08/01,2021/02/01,
5204,45,文33113,0,2020/08/01,2021/02/01,
5205,46,賜50437,0,2020/08/01,2021/02/01,
5206,47,麟75090,0,2020/08/01,2021/02/01,
5207,48,滿98231,0,2020/08/01,2021/02/01,
5208,49,綸57482,0,2020/08/01,2021/02/01,
5209,50,諺43999,0,2020/08/01,2021/02/01,
5210,51,銘91789,0,2020/08/01,2021/02/01,
5211,52,享42721,0,2020/08/01,2021/02/01,
5212,53,仁06886,0,2020/08/01,2021/02/01,
5213,54,志73958,0,2020/08/01,2021/02/01,
5214,55,義09555,0,2020/08/01,2021/02/01,
5215,56,維15181,0,2020/08/01,2021/02/01,
5216,57,寶78036,0,2020/08/01,2021/02/01,
5217,58,能38777,0,2020/08/01,2021/02/01,
5218,59,煌86943,0,2020/08/01,2021/02/01,
5219,60,揚40231,0,2020/08/01,2021/02/01,
5220,61,穗47660,0,2020/08/01,2021/02/01, 
5221,62,鈊18953,0,2020/08/01,2021/02/01, 
5222,63,甄05632,0,2020/09/02,2021/03/02, 
5223,64,賓11339,0,2020/10/28,2021/04/28, 
5224,65,宇34087,0,2021/12/11,2022/06/11,
5225,66,貿51262,0,2022/08/16,2023/02/16,
5226,67,峰06741,0,2022/08/15,2023/02/15,
5227,68,智65975,0,2022/11/26,2023/05/26, 
5228,69,珊20911,0,2023/02/26,2023/08/26,
5229,1,儒49238,"1,440",2023/03/24,2023/09/24,
5230,2,君33056,0,2023/05/13,2023/11/13,
5231,3,萱60011,0,2023/09/13,2024/03/13,
5232,4,柔75061,0,2023/09/14,2024/03/14,
5233,5,薏46697,0,2019/05/01,2019/11/01, 
5234,6,男02968,0,2019/06/10,2019/12/10, 
5235,7,文71585,0,2019/06/14,2019/12/14, 
5236,8,錦16765,0,2019/07/23,2020/01/23, 
5237,9,呂17617,0,2019/09/14,2020/03/14, 
5238,10,婷51127,0,2019/10/11,2020/04/11, 
5239,11,真30556,0,2020/07/22,2021/01/22, 
5240,12,青24959,0,2020/08/01,2021/02/01,
5241,13,達11899,0,2020/08/01,2021/02/01,
5242,14,欽49003,0,2020/08/01,2021/02/01, 
5243,15,緯34316,0,2020/08/01,2021/02/01,
5244,16,玉73273,0,2020/08/01,2021/02/01,
5245,17,華34950,0,2020/08/01,2021/02/01,
5246,18,銘28652,0,2020/08/01,2021/02/01,
5247,19,婷56060,0,2020/08/01,2021/02/01,
5248,20,嫥73503,0,2020/08/01,2021/02/01,
5249,21,杰99452,0,2020/08/01,2021/02/01,
5250,22,年95733,0,2020/08/01,2021/02/01,
5251,23,廷43617,0,2020/08/01,2021/02/01,
5252,24,充37912,0,2020/08/01,2021/02/01,
5253,25,璇52475,0,2020/08/01,2021/02/01,
5254,26,宏46555,0,2020/08/01,2021/02/01,
5255,27,皓24821,0,2020/08/01,2021/02/01,
5256,28,慧97419,0,2020/08/01,2021/02/01,
5257,29,衡39683,0,2020/08/01,2021/02/01,
5258,30,勳09125,0,2020/08/01,2021/02/01,
5259,31,宏79020,0,2020/08/01,2021/02/01,
5260,32,佑46879,0,2020/08/01,2021/02/01,
5261,33,毅95355,0,2020/08/01,2021/02/01,
5262,34,如66533,0,2020/08/01,2021/02/01,
5263,35,甫66368,0,2020/08/01,2021/02/01,
5264,36,元34802,0,2020/08/01,2021/02/01,
5265,37,琳00825,0,2020/08/01,2021/02/01,
5266,38,鳴04312,0,2020/08/01,2021/02/01,
5267,39,傑32830,0,2020/08/01,2021/02/01,
5268,40,展90738,0,2020/08/01,2021/02/01,
5269,41,衛57709,0,2020/08/01,2021/02/01,
5270,42,善99782,0,2020/08/01,2021/02/01,
5271,43,遠15729,0,2020/08/01,2021/02/01,
5272,44,涵33051,0,2020/08/01,2021/02/01,
5273,45,文33113,0,2020/08/01,2021/02/01,
5274,46,賜50437,0,2020/08/01,2021/02/01,
5275,47,麟75090,0,2020/08/01,2021/02/01,
5276,48,滿98231,0,2020/08/01,2021/02/01,
5277,49,綸57482,0,2020/08/01,2021/02/01,
5278,50,諺43999,0,2020/08/01,2021/02/01,
5279,51,銘91789,0,2020/08/01,2021/02/01,
5280,52,享42721,0,2020/08/01,2021/02/01,
5281,53,仁06886,0,2020/08/01,2021/02/01,
5282,54,志73958,0,2020/08/01,2021/02/01,
5283,55,義09555,0,2020/08/01,2021/02/01,
5284,56,維15181,0,2020/08/01,2021/02/01,
5285,57,寶78036,0,2020/08/01,2021/02/01,
5286,58,能38777,0,2020/08/01,2021/02/01,
5287,59,煌86943,0,2020/08/01,2021/02/01,
5288,60,揚40231,0,2020/08/01,2021/02/01,
5289,61,穗47660,0,2020/08/01,2021/02/01, 
5290,62,鈊18953,0,2020/08/01,2021/02/01, 
5291,63,甄05632,0,2020/09/02,2021/03/02, 
5292,64,賓11339,0,2020/10/28,2021/04/28, 
5293,65,宇34087,0,2021/12/11,2022/06/11,
5294,66,貿51262,0,2022/08/16,2023/02/16,
5295,67,峰06741,0,2022/08/15,2023/02/15,
5296,68,智65975,0,2022/11/26,2023/05/26, 
5297,69,珊20911,0,2023/02/26,2023/08/26,
5298,1,儒49238,"2,580",2023/03/24,2023/09/24,
5299,2,君33056,0,2023/05/13,2023/11/13,
5300,3,萱60011,0,2023/09/13,2024/03/13,
5301,4,柔75061,0,2023/09/14,2024/03/14,
5302,5,薏46697,0,2019/05/01,2019/11/01, 
5303,6,男02968,0,2019/06/10,2019/12/10, 
5304,7,文71585,0,2019/06/14,2019/12/14, 
5305,8,錦16765,0,2019/07/23,2020/01/23, 
5306,9,呂17617,0,2019/09/14,2020/03/14, 
5307,10,婷51127,0,2019/10/11,2020/04/11, 
5308,11,真30556,0,2020/07/22,2021/01/22, 
5309,12,青24959,0,2020/08/01,2021/02/01,
5310,13,達11899,0,2020/08/01,2021/02/01,
5311,14,欽49003,0,2020/08/01,2021/02/01, 
5312,15,緯34316,0,2020/08/01,2021/02/01,
5313,16,玉73273,0,2020/08/01,2021/02/01,
5314,17,華34950,0,2020/08/01,2021/02/01,
5315,18,銘28652,0,2020/08/01,2021/02/01,
5316,19,婷56060,0,2020/08/01,2021/02/01,
5317,20,嫥73503,0,2020/08/01,2021/02/01,
5318,21,杰99452,0,2020/08/01,2021/02/01,
5319,22,年95733,0,2020/08/01,2021/02/01,
5320,23,廷43617,0,2020/08/01,2021/02/01,
5321,24,充37912,0,2020/08/01,2021/02/01,
5322,25,璇52475,0,2020/08/01,2021/02/01,
5323,26,宏46555,0,2020/08/01,2021/02/01,
5324,27,皓24821,0,2020/08/01,2021/02/01,
5325,28,慧97419,0,2020/08/01,2021/02/01,
5326,29,衡39683,0,2020/08/01,2021/02/01,
5327,30,勳09125,0,2020/08/01,2021/02/01,
5328,31,宏79020,0,2020/08/01,2021/02/01,
5329,32,佑46879,0,2020/08/01,2021/02/01,
5330,33,毅95355,0,2020/08/01,2021/02/01,
5331,34,如66533,0,2020/08/01,2021/02/01,
5332,35,甫66368,0,2020/08/01,2021/02/01,
5333,36,元34802,0,2020/08/01,2021/02/01,
5334,37,琳00825,0,2020/08/01,2021/02/01,
5335,38,鳴04312,0,2020/08/01,2021/02/01,
5336,39,傑32830,0,2020/08/01,2021/02/01,
5337,40,展90738,0,2020/08/01,2021/02/01,
5338,41,衛57709,0,2020/08/01,2021/02/01,
5339,42,善99782,0,2020/08/01,2021/02/01,
5340,43,遠15729,0,2020/08/01,2021/02/01,
5341,44,涵33051,0,2020/08/01,2021/02/01,
5342,45,文33113,0,2020/08/01,2021/02/01,
5343,46,賜50437,0,2020/08/01,2021/02/01,
5344,47,麟75090,0,2020/08/01,2021/02/01,
5345,48,滿98231,0,2020/08/01,2021/02/01,
5346,49,綸57482,0,2020/08/01,2021/02/01,
5347,50,諺43999,0,2020/08/01,2021/02/01,
5348,51,銘91789,0,2020/08/01,2021/02/01,
5349,52,享42721,0,2020/08/01,2021/02/01,
5350,53,仁06886,0,2020/08/01,2021/02/01,
5351,54,志73958,0,2020/08/01,2021/02/01,
5352,55,義09555,0,2020/08/01,2021/02/01,
5353,56,維15181,0,2020/08/01,2021/02/01,
5354,57,寶78036,0,2020/08/01,2021/02/01,
5355,58,能38777,0,2020/08/01,2021/02/01,
5356,59,煌86943,0,2020/08/01,2021/02/01,
5357,60,揚40231,0,2020/08/01,2021/02/01,
5358,61,穗47660,0,2020/08/01,2021/02/01, 
5359,62,鈊18953,0,2020/08/01,2021/02/01, 
5360,63,甄05632,0,2020/09/02,2021/03/02, 
5361,64,賓11339,0,2020/10/28,2021/04/28, 
5362,65,宇34087,0,2021/12/11,2022/06/11,
5363,66,貿51262,0,2022/08/16,2023/02/16,
5364,67,峰06741,0,2022/08/15,2023/02/15,
5365,68,智65975,0,2022/11/26,2023/05/26, 
5366,69,珊20911,0,2023/02/26,2023/08/26,
5367,1,儒49238,"3,080",2023/03/24,2023/09/24,
5368,2,君33056,0,2023/05/13,2023/11/13,
5369,3,萱60011,0,2023/09/13,2024/03/13,
5370,4,柔75061,0,2023/09/14,2024/03/14,
5371,5,薏46697,0,2019/05/01,2019/11/01, 
5372,6,男02968,0,2019/06/10,2019/12/10, 
5373,7,文71585,0,2019/06/14,2019/12/14, 
5374,8,錦16765,0,2019/07/23,2020/01/23, 
5375,9,呂17617,0,2019/09/14,2020/03/14, 
5376,10,婷51127,0,2019/10/11,2020/04/11, 
5377,11,真30556,0,2020/07/22,2021/01/22, 
5378,12,青24959,0,2020/08/01,2021/02/01,
5379,13,達11899,0,2020/08/01,2021/02/01,
5380,14,欽49003,0,2020/08/01,2021/02/01, 
5381,15,緯34316,0,2020/08/01,2021/02/01,
5382,16,玉73273,0,2020/08/01,2021/02/01,
5383,17,華34950,0,2020/08/01,2021/02/01,
5384,18,銘28652,0,2020/08/01,2021/02/01,
5385,19,婷56060,0,2020/08/01,2021/02/01,
5386,20,嫥73503,0,2020/08/01,2021/02/01,
5387,21,杰99452,0,2020/08/01,2021/02/01,
5388,22,年95733,0,2020/08/01,2021/02/01,
5389,23,廷43617,0,2020/08/01,2021/02/01,
5390,24,充37912,0,2020/08/01,2021/02/01,
5391,25,璇52475,0,2020/08/01,2021/02/01,
5392,26,宏46555,0,2020/08/01,2021/02/01,
5393,27,皓24821,0,2020/08/01,2021/02/01,
5394,28,慧97419,0,2020/08/01,2021/02/01,
5395,29,衡39683,0,2020/08/01,2021/02/01,
5396,30,勳09125,0,2020/08/01,2021/02/01,
5397,31,宏79020,0,2020/08/01,2021/02/01,
5398,32,佑46879,0,2020/08/01,2021/02/01,
5399,33,毅95355,0,2020/08/01,2021/02/01,
5400,34,如66533,0,2020/08/01,2021/02/01,
5401,35,甫66368,0,2020/08/01,2021/02/01,
5402,36,元34802,0,2020/08/01,2021/02/01,
5403,37,琳00825,0,2020/08/01,2021/02/01,
5404,38,鳴04312,0,2020/08/01,2021/02/01,
5405,39,傑32830,0,2020/08/01,2021/02/01,
5406,40,展90738,0,2020/08/01,2021/02/01,
5407,41,衛57709,0,2020/08/01,2021/02/01,
5408,42,善99782,0,2020/08/01,2021/02/01,
5409,43,遠15729,0,2020/08/01,2021/02/01,
5410,44,涵33051,0,2020/08/01,2021/02/01,
5411,45,文33113,0,2020/08/01,2021/02/01,
5412,46,賜50437,0,2020/08/01,2021/02/01,
5413,47,麟75090,0,2020/08/01,2021/02/01,
5414,48,滿98231,0,2020/08/01,2021/02/01,
5415,49,綸57482,0,2020/08/01,2021/02/01,
5416,50,諺43999,0,2020/08/01,2021/02/01,
5417,51,銘91789,0,2020/08/01,2021/02/01,
5418,52,享42721,0,2020/08/01,2021/02/01,
5419,53,仁06886,0,2020/08/01,2021/02/01,
5420,54,志73958,0,2020/08/01,2021/02/01,
5421,55,義09555,0,2020/08/01,2021/02/01,
5422,56,維15181,0,2020/08/01,2021/02/01,
5423,57,寶78036,0,2020/08/01,2021/02/01,
5424,58,能38777,0,2020/08/01,2021/02/01,
5425,59,煌86943,0,2020/08/01,2021/02/01,
5426,60,揚40231,0,2020/08/01,2021/02/01,
5427,61,穗47660,0,2020/08/01,2021/02/01, 
5428,62,鈊18953,0,2020/08/01,2021/02/01, 
5429,63,甄05632,0,2020/09/02,2021/03/02, 
5430,64,賓11339,0,2020/10/28,2021/04/28, 
5431,65,宇34087,0,2021/12/11,2022/06/11,
5432,66,貿51262,0,2022/08/16,2023/02/16,
5433,67,峰06741,0,2022/08/15,2023/02/15,
5434,68,智65975,0,2022/11/26,2023/05/26, 
5435,69,珊20911,0,2023/02/26,2023/08/26,
5436,1,儒49238,"1,400",2023/03/24,2023/09/24,
5437,2,君33056,0,2023/05/13,2023/11/13,
5438,3,萱60011,0,2023/09/13,2024/03/13,
5439,4,柔75061,0,2023/09/14,2024/03/14,
5440,5,薏46697,0,2019/05/01,2019/11/01, 
5441,6,男02968,0,2019/06/10,2019/12/10, 
5442,7,文71585,0,2019/06/14,2019/12/14, 
5443,8,錦16765,0,2019/07/23,2020/01/23, 
5444,9,呂17617,0,2019/09/14,2020/03/14, 
5445,10,婷51127,0,2019/10/11,2020/04/11, 
5446,11,真30556,0,2020/07/22,2021/01/22, 
5447,12,青24959,0,2020/08/01,2021/02/01,
5448,13,達11899,0,2020/08/01,2021/02/01,
5449,14,欽49003,0,2020/08/01,2021/02/01, 
5450,15,緯34316,0,2020/08/01,2021/02/01,
5451,16,玉73273,0,2020/08/01,2021/02/01,
5452,17,華34950,0,2020/08/01,2021/02/01,
5453,18,銘28652,0,2020/08/01,2021/02/01,
5454,19,婷56060,0,2020/08/01,2021/02/01,
5455,20,嫥73503,0,2020/08/01,2021/02/01,
5456,21,杰99452,0,2020/08/01,2021/02/01,
5457,22,年95733,0,2020/08/01,2021/02/01,
5458,23,廷43617,0,2020/08/01,2021/02/01,
5459,24,充37912,0,2020/08/01,2021/02/01,
5460,25,璇52475,0,2020/08/01,2021/02/01,
5461,26,宏46555,0,2020/08/01,2021/02/01,
5462,27,皓24821,0,2020/08/01,2021/02/01,
5463,28,慧97419,0,2020/08/01,2021/02/01,
5464,29,衡39683,0,2020/08/01,2021/02/01,
5465,30,勳09125,0,2020/08/01,2021/02/01,
5466,31,宏79020,0,2020/08/01,2021/02/01,
5467,32,佑46879,0,2020/08/01,2021/02/01,
5468,33,毅95355,0,2020/08/01,2021/02/01,
5469,34,如66533,0,2020/08/01,2021/02/01,
5470,35,甫66368,0,2020/08/01,2021/02/01,
5471,36,元34802,0,2020/08/01,2021/02/01,
5472,37,琳00825,0,2020/08/01,2021/02/01,
5473,38,鳴04312,0,2020/08/01,2021/02/01,
5474,39,傑32830,0,2020/08/01,2021/02/01,
5475,40,展90738,0,2020/08/01,2021/02/01,
5476,41,衛57709,0,2020/08/01,2021/02/01,
5477,42,善99782,0,2020/08/01,2021/02/01,
5478,43,遠15729,0,2020/08/01,2021/02/01,
5479,44,涵33051,0,2020/08/01,2021/02/01,
5480,45,文33113,0,2020/08/01,2021/02/01,
5481,46,賜50437,0,2020/08/01,2021/02/01,
5482,47,麟75090,0,2020/08/01,2021/02/01,
5483,48,滿98231,0,2020/08/01,2021/02/01,
5484,49,綸57482,0,2020/08/01,2021/02/01,
5485,50,諺43999,0,2020/08/01,2021/02/01,
5486,51,銘91789,0,2020/08/01,2021/02/01,
5487,52,享42721,0,2020/08/01,2021/02/01,
5488,53,仁06886,0,2020/08/01,2021/02/01,
5489,54,志73958,0,2020/08/01,2021/02/01,
